Time(s)	Flow ID	Throughput(Mbps)
77.9	3	312.996
77.9	5	312.424
77.9	7	0
77.9	9	0
78	1	348.587
78	3	285.301
78	5	318.604
78	7	0
78	9	0
78.1	1	347.557
78.1	3	277.29
78.1	5	327.53
78.1	7	0
78.1	9	0
78.2	1	350.99
78.2	3	272.141
78.2	5	329.247
78.2	7	0
78.2	9	0
78.3	1	342.407
78.3	3	281.525
78.3	5	328.445
78.3	7	0
78.3	9	0
78.4	1	315.056
78.4	3	330.734
78.4	5	306.702
78.4	7	0
78.4	9	0
78.5	1	338.631
78.5	3	284.615
78.5	5	329.132
78.5	7	0
78.5	9	0
78.6	1	304.871
78.6	3	306.931
78.6	5	340.576
78.6	7	0
78.6	9	0
78.7	1	308.075
78.7	3	313.339
78.7	5	330.963
78.7	7	0
78.7	9	0
78.8	1	330.048
78.8	3	290.909
78.8	5	331.535
78.8	7	0
78.8	9	0
78.9	1	331.535
78.9	3	273.056
78.9	5	347.786
78.9	7	0
78.9	9	0
79	1	312.653
79	3	271.225
79	5	368.5
79	7	0
79	9	0
79.1	1	315.857
79.1	3	298.004
79.1	5	338.516
79.1	7	0
79.1	9	0
79.2	1	310.478
79.2	3	317.574
79.2	5	324.326
79.2	7	0
79.2	9	0
79.3	1	323.753
79.3	3	288.391
79.3	5	340.347
79.3	7	0
79.3	9	0
79.4	1	347.672
79.4	3	307.045
79.4	5	297.661
79.4	7	0
79.4	9	0
79.5	1	328.331
79.5	3	324.898
79.5	5	299.149
79.5	7	0
79.5	9	0
79.6	1	314.713
79.6	3	360.374
79.6	5	277.29
79.6	7	0
79.6	9	0
79.7	1	344.696
79.7	3	317.459
79.7	5	290.337
79.7	7	0
79.7	9	0
79.8	1	362.892
79.8	3	306.702
79.8	5	282.784
79.8	7	0
79.8	9	0
79.9	1	342.407
79.9	3	341.835
79.9	5	268.135
79.9	7	0
79.9	9	0
80	1	311.394
80	3	354.424
80	5	286.56
80	7	0
80	9	0
80.1	1	435.562
80.1	3	506.401
80.1	5	10.4327
80.1	7	0
80.1	9	0
80.2	1	463.715
80.2	3	488.777
80.2	5	0
80.2	7	0
80.2	9	0
80.3	1	506.516
80.3	3	445.862
80.3	5	0
80.3	7	0
80.3	9	0
80.4	1	494.957
80.4	3	457.42
80.4	5	0
80.4	7	0
80.4	9	0
80.5	1	457.649
80.5	3	494.728
80.5	5	0
80.5	7	0
80.5	9	0
80.6	1	464.401
80.6	3	488.091
80.6	5	0
80.6	7	0
80.6	9	0
80.7	1	476.761
80.7	3	475.616
80.7	5	0
80.7	7	0
80.7	9	0
80.8	1	495.529
80.8	3	456.848
80.8	5	0
80.8	7	0
80.8	9	0
80.9	1	485.916
80.9	3	466.461
80.9	5	0
80.9	7	0
80.9	9	0
81	1	442.314
81	3	510.178
81	5	0
81	7	0
81	9	0
81.1	1	421.371
81.1	3	531.006
81.1	5	0
81.1	7	0
81.1	9	0
81.2	1	489.349
81.2	3	463.028
81.2	5	0
81.2	7	0
81.2	9	0
81.3	1	484.886
81.3	3	467.491
81.3	5	0
81.3	7	0
81.3	9	0
81.4	1	475.044
81.4	3	477.448
81.4	5	0
81.4	7	0
81.4	9	0
81.5	1	471.725
81.5	3	480.652
81.5	5	0
81.5	7	0
81.5	9	0
81.6	1	462.685
81.6	3	489.693
81.6	5	0
81.6	7	0
81.6	9	0
81.7	1	504.227
81.7	3	448.151
81.7	5	0
81.7	7	0
81.7	9	0
81.8	1	514.641
81.8	3	437.737
81.8	5	0
81.8	7	0
81.8	9	0
81.9	1	507.431
81.9	3	445.061
81.9	5	0
81.9	7	0
81.9	9	0
82	1	504.341
82	3	448.036
82	5	0
82	7	0
82	9	0
82.1	1	518.074
82.1	3	434.303
82.1	5	0
82.1	7	0
82.1	9	0
82.2	1	513.611
82.2	3	438.766
82.2	5	0
82.2	7	0
82.2	9	0
82.3	1	468.521
82.3	3	483.971
82.3	5	0
82.3	7	0
82.3	9	0
82.4	1	470.009
82.4	3	482.368
82.4	5	0
82.4	7	0
82.4	9	0
82.5	1	471.954
82.5	3	480.423
82.5	5	0
82.5	7	0
82.5	9	0
82.6	1	499.878
82.6	3	452.499
82.6	5	0
82.6	7	0
82.6	9	0
82.7	1	489.235
82.7	3	463.257
82.7	5	0
82.7	7	0
82.7	9	0
82.8	1	462.799
82.8	3	489.578
82.8	5	0
82.8	7	0
82.8	9	0
82.9	1	467.491
82.9	3	484.886
82.9	5	0
82.9	7	0
82.9	9	0
83	1	452.271
83	3	500.107
83	5	0
83	7	0
83	9	0
83.1	1	444.145
83.1	3	508.347
83.1	5	0
83.1	7	0
83.1	9	0
83.2	1	451.126
83.2	3	501.251
83.2	5	0
83.2	7	0
83.2	9	0
83.3	1	481.567
83.3	3	470.81
83.3	5	0
83.3	7	0
83.3	9	0
83.4	1	463.028
83.4	3	489.349
83.4	5	0
83.4	7	0
83.4	9	0
83.5	1	435.104
83.5	3	517.273
83.5	5	0
83.5	7	0
83.5	9	0
83.6	1	459.023
83.6	3	493.469
83.6	5	0
83.6	7	0
83.6	9	0
83.7	1	473.785
83.7	3	478.592
83.7	5	0
83.7	7	0
83.7	9	0
83.8	1	494.499
83.8	3	457.878
83.8	5	0
83.8	7	0
83.8	9	0
83.9	1	502.625
83.9	3	449.753
83.9	5	0
83.9	7	0
83.9	9	0
84	1	479.736
84	3	472.755
84	5	0
84	7	0
84	9	0
84.1	1	468.636
84.1	3	483.742
84.1	5	0
84.1	7	0
84.1	9	0
84.2	1	479.507
84.2	3	472.87
84.2	5	0
84.2	7	0
84.2	9	0
84.3	1	479.851
84.3	3	472.527
84.3	5	0
84.3	7	0
84.3	9	0
84.4	1	455.704
84.4	3	496.788
84.4	5	0
84.4	7	0
84.4	9	0
84.5	1	456.619
84.5	3	495.758
84.5	5	0
84.5	7	0
84.5	9	0
84.6	1	456.963
84.6	3	495.415
84.6	5	0
84.6	7	0
84.6	9	0
84.7	1	480.537
84.7	3	471.84
84.7	5	0
84.7	7	0
84.7	9	0
84.8	1	480.881
84.8	3	471.611
84.8	5	0
84.8	7	0
84.8	9	0
84.9	1	488.091
84.9	3	464.287
84.9	5	0
84.9	7	0
84.9	9	0
85	1	480.194
85	3	472.183
85	5	0
85	7	0
85	9	0
85.1	1	450.783
85.1	3	501.595
85.1	5	0
85.1	7	0
85.1	9	0
85.2	1	463.715
85.2	3	488.777
85.2	5	0
85.2	7	0
85.2	9	0
85.3	1	495.644
85.3	3	456.734
85.3	5	0
85.3	7	0
85.3	9	0
85.4	1	508.575
85.4	3	443.802
85.4	5	0
85.4	7	0
85.4	9	0
85.5	1	493.355
85.5	3	459.023
85.5	5	0
85.5	7	0
85.5	9	0
85.6	1	463.142
85.6	3	489.235
85.6	5	0
85.6	7	0
85.6	9	0
85.7	1	468.407
85.7	3	484.085
85.7	5	0
85.7	7	0
85.7	9	0
85.8	1	456.161
85.8	3	496.216
85.8	5	0
85.8	7	0
85.8	9	0
85.9	1	413.246
85.9	3	539.131
85.9	5	0
85.9	7	0
85.9	9	0
86	1	429.84
86	3	522.537
86	5	0
86	7	0
86	9	0
86.1	1	453.644
86.1	3	498.848
86.1	5	0
86.1	7	0
86.1	9	0
86.2	1	472.298
86.2	3	480.08
86.2	5	0
86.2	7	0
86.2	9	0
86.3	1	498.619
86.3	3	453.758
86.3	5	0
86.3	7	0
86.3	9	0
86.4	1	520.248
86.4	3	432.129
86.4	5	0
86.4	7	0
86.4	9	0
86.5	1	521.851
86.5	3	430.641
86.5	5	0
86.5	7	0
86.5	9	0
86.6	1	507.889
86.6	3	444.489
86.6	5	0
86.6	7	0
86.6	9	0
86.7	1	477.448
86.7	3	474.93
86.7	5	0
86.7	7	0
86.7	9	0
86.8	1	478.706
86.8	3	473.671
86.8	5	0
86.8	7	0
86.8	9	0
86.9	1	468.178
86.9	3	484.314
86.9	5	0
86.9	7	0
86.9	9	0
87	1	465.202
87	3	487.175
87	5	0
87	7	0
87	9	0
87.1	1	440.025
87.1	3	512.352
87.1	5	0
87.1	7	0
87.1	9	0
87.2	1	458.221
87.2	3	494.156
87.2	5	0
87.2	7	0
87.2	9	0
87.3	1	433.044
87.3	3	519.333
87.3	5	0
87.3	7	0
87.3	9	0
87.4	1	443.001
87.4	3	509.491
87.4	5	0
87.4	7	0
87.4	9	0
87.5	1	500.793
87.5	3	451.584
87.5	5	0
87.5	7	0
87.5	9	0
87.6	1	487.976
87.6	3	464.401
87.6	5	0
87.6	7	0
87.6	9	0
87.7	1	438.194
87.7	3	514.183
87.7	5	0
87.7	7	0
87.7	9	0
87.8	1	468.75
87.8	3	483.742
87.8	5	0
87.8	7	0
87.8	9	0
87.9	1	494.499
87.9	3	457.878
87.9	5	0
87.9	7	0
87.9	9	0
88	1	513.954
88	3	438.423
88	5	0
88	7	0
88	9	0
88.1	1	509.148
88.1	3	443.23
88.1	5	0
88.1	7	0
88.1	9	0
88.2	1	498.276
88.2	3	454.216
88.2	5	0
88.2	7	0
88.2	9	0
88.3	1	464.058
88.3	3	488.319
88.3	5	0
88.3	7	0
88.3	9	0
88.4	1	483.055
88.4	3	469.322
88.4	5	0
88.4	7	0
88.4	9	0
88.5	1	478.134
88.5	3	474.243
88.5	5	0
88.5	7	0
88.5	9	0
88.6	1	455.132
88.6	3	497.36
88.6	5	0
88.6	7	0
88.6	9	0
88.7	1	490.952
88.7	3	461.426
88.7	5	0
88.7	7	0
88.7	9	0
88.8	1	467.148
88.8	3	485.229
88.8	5	0
88.8	7	0
88.8	9	0
88.9	1	459.137
88.9	3	493.24
88.9	5	0
88.9	7	0
88.9	9	0
89	1	440.598
89	3	511.894
89	5	0
89	7	0
89	9	0
89.1	1	466.576
89.1	3	485.802
89.1	5	0
89.1	7	0
89.1	9	0
89.2	1	457.878
89.2	3	494.499
89.2	5	0
89.2	7	0
89.2	9	0
89.3	1	457.649
89.3	3	494.728
89.3	5	0
89.3	7	0
89.3	9	0
89.4	1	459.137
89.4	3	493.24
89.4	5	0
89.4	7	0
89.4	9	0
89.5	1	451.241
89.5	3	501.251
89.5	5	0
89.5	7	0
89.5	9	0
89.6	1	432.014
89.6	3	520.363
89.6	5	0
89.6	7	0
89.6	9	0
89.7	1	449.295
89.7	3	503.082
89.7	5	0
89.7	7	0
89.7	9	0
89.8	1	470.695
89.8	3	481.682
89.8	5	0
89.8	7	0
89.8	9	0
89.9	1	453.415
89.9	3	499.077
89.9	5	0
89.9	7	0
89.9	9	0
90	1	465.66
90	3	486.717
90	5	0
90	7	0
90	9	0
90.1	1	941.68
90.1	3	10.347
90.1	5	0
90.1	7	0
90.1	9	0
90.2	1	951.818
90.2	3	0
90.2	5	0
90.2	7	0
90.2	9	0
90.3	1	951.898
90.3	3	0
90.3	5	0
90.3	7	0
90.3	9	0
90.4	1	951.818
90.4	3	0
90.4	5	0
90.4	7	0
90.4	9	0
90.5	1	951.898
90.5	3	0
90.5	5	0
90.5	7	0
90.5	9	0
90.6	1	951.898
90.6	3	0
90.6	5	0
90.6	7	0
90.6	9	0
90.7	1	951.818
90.7	3	0
90.7	5	0
90.7	7	0
90.7	9	0
90.8	1	951.898
90.8	3	0
90.8	5	0
90.8	7	0
90.8	9	0
90.9	1	951.818
90.9	3	0
90.9	5	0
90.9	7	0
90.9	9	0
91	1	951.898
91	3	0
91	5	0
91	7	0
91	9	0
91.1	1	951.818
91.1	3	0
91.1	5	0
91.1	7	0
91.1	9	0
91.2	1	951.898
91.2	3	0
91.2	5	0
91.2	7	0
91.2	9	0
91.3	1	951.898
91.3	3	0
91.3	5	0
91.3	7	0
91.3	9	0
91.4	1	951.818
91.4	3	0
91.4	5	0
91.4	7	0
91.4	9	0
91.5	1	951.898
91.5	3	0
91.5	5	0
91.5	7	0
91.5	9	0
91.6	1	951.818
91.6	3	0
91.6	5	0
91.6	7	0
91.6	9	0
91.7	1	951.898
91.7	3	0
91.7	5	0
91.7	7	0
91.7	9	0
91.8	1	951.898
91.8	3	0
91.8	5	0
91.8	7	0
91.8	9	0
91.9	1	951.818
91.9	3	0
91.9	5	0
91.9	7	0
91.9	9	0
92	1	951.898
92	3	0
92	5	0
92	7	0
92	9	0
92.1	1	951.818
92.1	3	0
92.1	5	0
92.1	7	0
92.1	9	0
92.2	1	951.898
92.2	3	0
92.2	5	0
92.2	7	0
92.2	9	0
92.3	1	951.818
92.3	3	0
92.3	5	0
92.3	7	0
92.3	9	0
92.4	1	951.898
92.4	3	0
92.4	5	0
92.4	7	0
92.4	9	0
92.5	1	951.898
92.5	3	0
92.5	5	0
92.5	7	0
92.5	9	0
92.6	1	951.818
92.6	3	0
92.6	5	0
92.6	7	0
92.6	9	0
92.7	1	951.898
92.7	3	0
92.7	5	0
92.7	7	0
92.7	9	0
92.8	1	951.818
92.8	3	0
92.8	5	0
92.8	7	0
92.8	9	0
92.9	1	951.898
92.9	3	0
92.9	5	0
92.9	7	0
92.9	9	0
93	1	951.898
93	3	0
93	5	0
93	7	0
93	9	0
93.1	1	951.818
93.1	3	0
93.1	5	0
93.1	7	0
93.1	9	0
93.2	1	951.898
93.2	3	0
93.2	5	0
93.2	7	0
93.2	9	0
93.3	1	951.818
93.3	3	0
93.3	5	0
93.3	7	0
93.3	9	0
93.4	1	951.898
93.4	3	0
93.4	5	0
93.4	7	0
93.4	9	0
93.5	1	951.818
93.5	3	0
93.5	5	0
93.5	7	0
93.5	9	0
93.6	1	951.898
93.6	3	0
93.6	5	0
93.6	7	0
93.6	9	0
93.7	1	951.898
93.7	3	0
93.7	5	0
93.7	7	0
93.7	9	0
93.8	1	951.818
93.8	3	0
93.8	5	0
93.8	7	0
93.8	9	0
93.9	1	951.898
93.9	3	0
93.9	5	0
93.9	7	0
93.9	9	0
94	1	951.818
94	3	0
94	5	0
94	7	0
94	9	0
94.1	1	951.898
94.1	3	0
94.1	5	0
94.1	7	0
94.1	9	0
94.2	1	951.898
94.2	3	0
94.2	5	0
94.2	7	0
94.2	9	0
94.3	1	951.818
94.3	3	0
94.3	5	0
94.3	7	0
94.3	9	0
94.4	1	951.898
94.4	3	0
94.4	5	0
94.4	7	0
94.4	9	0
94.5	1	951.818
94.5	3	0
94.5	5	0
94.5	7	0
94.5	9	0
94.6	1	951.898
94.6	3	0
94.6	5	0
94.6	7	0
94.6	9	0
94.7	1	951.818
94.7	3	0
94.7	5	0
94.7	7	0
94.7	9	0
94.8	1	951.898
94.8	3	0
94.8	5	0
94.8	7	0
94.8	9	0
94.9	1	951.898
94.9	3	0
94.9	5	0
94.9	7	0
94.9	9	0
95	1	951.818
95	3	0
95	5	0
95	7	0
95	9	0
95.1	1	951.898
95.1	3	0
95.1	5	0
95.1	7	0
95.1	9	0
95.2	1	951.818
95.2	3	0
95.2	5	0
95.2	7	0
95.2	9	0
95.3	1	951.898
95.3	3	0
95.3	5	0
95.3	7	0
95.3	9	0
95.4	1	951.898
95.4	3	0
95.4	5	0
95.4	7	0
95.4	9	0
95.5	1	951.818
95.5	3	0
95.5	5	0
95.5	7	0
95.5	9	0
95.6	1	951.898
95.6	3	0
95.6	5	0
95.6	7	0
95.6	9	0
95.7	1	951.818
95.7	3	0
95.7	5	0
95.7	7	0
95.7	9	0
95.8	1	951.898
95.8	3	0
95.8	5	0
95.8	7	0
95.8	9	0
95.9	1	951.818
95.9	3	0
95.9	5	0
95.9	7	0
95.9	9	0
96	1	951.898
96	3	0
96	5	0
96	7	0
96	9	0
96.1	1	951.898
96.1	3	0
96.1	5	0
96.1	7	0
96.1	9	0
96.2	1	951.818
96.2	3	0
96.2	5	0
96.2	7	0
96.2	9	0
96.3	1	951.898
96.3	3	0
96.3	5	0
96.3	7	0
96.3	9	0
96.4	1	951.818
96.4	3	0
96.4	5	0
96.4	7	0
96.4	9	0
96.5	1	951.898
96.5	3	0
96.5	5	0
96.5	7	0
96.5	9	0
96.6	1	951.898
96.6	3	0
96.6	5	0
96.6	7	0
96.6	9	0
96.7	1	951.818
96.7	3	0
96.7	5	0
96.7	7	0
96.7	9	0
96.8	1	951.898
96.8	3	0
96.8	5	0
96.8	7	0
96.8	9	0
96.9	1	951.818
96.9	3	0
96.9	5	0
96.9	7	0
96.9	9	0
97	1	951.898
97	3	0
97	5	0
97	7	0
97	9	0
97.1	1	951.818
97.1	3	0
97.1	5	0
97.1	7	0
97.1	9	0
97.2	1	951.898
97.2	3	0
97.2	5	0
97.2	7	0
97.2	9	0
97.3	1	951.898
97.3	3	0
97.3	5	0
97.3	7	0
97.3	9	0
97.4	1	951.818
97.4	3	0
97.4	5	0
97.4	7	0
97.4	9	0
97.5	1	951.898
97.5	3	0
97.5	5	0
97.5	7	0
97.5	9	0
97.6	1	951.818
97.6	3	0
97.6	5	0
97.6	7	0
97.6	9	0
97.7	1	951.898
97.7	3	0
97.7	5	0
97.7	7	0
97.7	9	0
97.8	1	951.898
97.8	3	0
97.8	5	0
97.8	7	0
97.8	9	0
97.9	1	951.818
97.9	3	0
97.9	5	0
97.9	7	0
97.9	9	0
98	1	951.898
98	3	0
98	5	0
98	7	0
98	9	0
98.1	1	951.818
98.1	3	0
98.1	5	0
98.1	7	0
98.1	9	0
98.2	1	951.898
98.2	3	0
98.2	5	0
98.2	7	0
98.2	9	0
98.3	1	951.818
98.3	3	0
98.3	5	0
98.3	7	0
98.3	9	0
98.4	1	951.898
98.4	3	0
98.4	5	0
98.4	7	0
98.4	9	0
98.5	1	951.898
98.5	3	0
98.5	5	0
98.5	7	0
98.5	9	0
98.6	1	951.818
98.6	3	0
98.6	5	0
98.6	7	0
98.6	9	0
98.7	1	951.898
98.7	3	0
98.7	5	0
98.7	7	0
98.7	9	0
98.8	1	951.818
98.8	3	0
98.8	5	0
98.8	7	0
98.8	9	0
98.9	1	951.898
98.9	3	0
98.9	5	0
98.9	7	0
98.9	9	0
99	1	951.898
99	3	0
99	5	0
99	7	0
99	9	0
99.1	1	951.818
99.1	3	0
99.1	5	0
99.1	7	0
99.1	9	0
99.2	1	951.898
99.2	3	0
99.2	5	0
99.2	7	0
99.2	9	0
99.3	1	951.818
99.3	3	0
99.3	5	0
99.3	7	0
99.3	9	0
99.4	1	951.898
99.4	3	0
99.4	5	0
99.4	7	0
99.4	9	0
99.5	1	951.818
99.5	3	0
99.5	5	0
99.5	7	0
99.5	9	0
99.6	1	951.898
99.6	3	0
99.6	5	0
99.6	7	0
99.6	9	0
99.7	1	951.898
99.7	3	0
99.7	5	0
99.7	7	0
99.7	9	0
99.8	1	951.818
99.8	3	0
99.8	5	0
99.8	7	0
99.8	9	0
99.9	1	951.898
99.9	3	0
99.9	5	0
99.9	7	0
99.9	9	0
